policy_state,policy_deductible,policy_annual_premium,insured_age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,claim_amount,total_claim_amount,fraud_reported,incident_year,incident_month,incident_day
5,700,1100.14,44,1,0,1,0,1,3,1,2,8,13416,10,1,1,4,0,18796.62,17096.1,0,2024,12,17
6,400,1323.76,66,1,2,6,1,1,3,2,1,8,15087,9,4,4,2,1,8032.12,8406.43,0,2025,1,16
9,1000,756.71,74,0,0,1,2,3,2,2,0,1,13055,5,2,1,4,0,1136.1,1508.89,0,2024,1,11
5,300,795.22,61,0,2,3,2,0,1,0,3,1,9662,17,3,3,4,0,1503.43,2077.01,0,2024,4,12
4,200,1371.05,36,0,3,3,2,1,3,1,3,6,9471,7,1,1,0,1,8555.12,11634.1,0,2025,8,11
1,600,976.4,51,2,0,3,4,1,0,0,1,6,9734,4,4,3,5,1,5601.19,9115.76,0,2024,3,5
2,400,962.71,72,1,2,5,6,3,0,2,0,1,4029,5,2,0,3,1,3563.73,4658.6,0,2024,7,6
8,700,1212.12,58,0,0,7,0,3,1,0,2,9,11459,3,3,3,3,1,7445.03,10800.39,1,2025,1,13
2,200,1001.77,60,0,2,1,5,0,2,0,2,3,17478,2,4,4,1,1,9791.94,16497.14,0,2024,9,1
1,200,1060.09,52,1,3,3,4,1,3,2,2,0,17723,2,1,4,5,1,5396.26,5778.05,0,2025,11,8
7,600,1242.11,35,2,0,3,6,2,3,2,0,2,8324,4,4,1,2,0,1053.94,1211.35,0,2025,1,20
0,1000,932.63,44,2,1,7,6,2,0,1,1,0,7453,10,1,3,0,0,16015.25,24962.22,0,2024,3,18
7,300,814.42,30,0,2,4,2,0,0,1,1,0,11042,17,4,0,1,0,2387.06,3935.42,0,2023,12,21
2,800,690.31,36,1,2,6,5,3,1,2,2,9,8044,2,2,2,2,1,16412.96,21977.04,0,2025,4,5
1,500,1341.88,45,1,3,2,1,1,1,0,3,1,1345,13,4,1,1,1,7603.73,6554.64,0,2024,10,23
7,1000,955.71,30,2,2,6,5,3,0,0,1,7,12570,2,4,2,0,0,3760.57,7034.87,0,2025,2,25
2,600,1092.27,38,0,0,4,5,0,0,2,0,7,10245,23,4,2,2,0,21521.4,21580.31,0,2025,7,17
8,700,913.9,21,1,0,0,6,1,2,2,0,2,10142,22,3,4,4,1,5773.75,6386.48,1,2025,3,15
7,700,1495.83,44,1,3,3,6,2,2,1,3,8,4558,14,4,3,5,1,26893.72,24354.11,0,2024,1,26
9,700,1133.02,61,1,3,2,3,1,1,0,0,3,6792,22,4,4,4,0,10034.84,8640.46,0,2025,5,27
8,400,1308.67,67,2,3,7,2,2,0,2,3,6,3618,7,4,0,3,0,13215.69,11775.18,0,2025,3,3
7,800,1335.25,24,2,2,3,2,3,0,1,2,1,13753,15,2,2,4,1,19373.14,21178.06,0,2025,9,30
0,200,948.95,75,1,1,0,4,1,0,2,3,0,6763,3,3,1,1,1,17491.12,15176.5,0,2025,8,15
0,1000,617.81,52,2,1,5,6,1,3,0,2,0,5237,17,4,1,1,1,14953.84,13108.62,0,2024,1,27
1,800,1190.65,58,0,0,7,6,0,2,2,0,2,16287,3,1,0,4,0,12629.86,16580.95,0,2024,6,22
8,400,991.05,47,0,3,6,4,0,0,2,2,5,17369,6,1,2,5,0,1839.49,2323.69,0,2025,11,2
0,700,973.1,73,0,2,7,5,1,2,0,2,7,2364,14,3,0,1,0,5323.35,8479.94,0,2025,2,19
2,600,1216.91,62,2,1,7,6,2,2,2,1,3,16277,10,3,1,2,1,12766.03,10765.76,0,2024,2,6
4,300,1148.15,26,0,3,1,6,1,1,0,0,2,12712,22,2,1,3,1,7766.28,11954.56,0,2023,12,18
1,700,807.04,22,0,3,5,5,1,3,2,2,8,1325,10,2,2,4,0,6186.03,9178.67,0,2024,2,23
2,500,1058.1,32,2,0,7,4,0,3,1,1,4,10622,3,2,1,5,0,10798.95,19918.49,0,2023,12,13
8,500,1068.6,37,1,0,1,5,3,3,1,0,3,6415,4,1,4,0,0,4084.62,5785.65,0,2023,11,16
7,800,1461.58,22,1,1,7,4,0,2,2,0,3,11347,20,2,4,3,1,6961.26,11339.22,0,2024,11,29
8,1000,1270.32,46,2,0,4,2,3,0,1,3,3,12455,9,4,0,3,1,21115.16,24853.77,0,2025,6,8
7,800,1006.3,37,2,0,7,1,3,0,1,3,5,11264,20,2,1,1,1,18106.81,23452.53,0,2024,4,26
5,1000,685.21,50,2,2,3,1,0,2,2,2,4,7604,18,1,4,5,0,11025.59,19607.94,0,2024,12,18
1,800,782.36,75,0,0,2,5,1,3,2,0,5,12455,9,2,0,2,1,10368.13,9438.3,0,2024,2,15
6,1000,1177.76,71,2,0,5,6,3,3,2,0,8,4111,13,1,0,3,0,8834.35,16483.97,0,2025,7,18
2,500,908.52,56,0,3,4,2,0,2,0,2,6,12743,12,3,3,1,0,8978.22,17536.33,0,2024,1,26
2,500,934.8,62,0,0,3,5,2,3,0,3,5,3712,10,2,1,2,1,9040.35,16908.47,0,2024,10,17
5,200,1142.6,34,1,2,2,6,1,0,1,2,7,10819,0,1,3,5,1,27355.51,24094.18,0,2024,1,3
1,500,806.08,56,2,2,0,6,3,3,1,0,4,16179,7,1,4,3,0,14733.43,16404.17,0,2024,5,9
2,500,600.43,68,1,0,1,6,2,2,1,0,5,3030,17,2,0,2,0,15332.25,24309.98,0,2024,2,8
4,600,1272.98,47,1,3,7,3,1,0,0,0,7,263,7,3,3,5,0,7997.05,11393.42,0,2024,11,19
9,700,607.35,26,2,0,0,2,2,0,2,0,6,11120,2,1,3,3,1,15427.4,13694.12,0,2024,11,24
6,200,634.46,62,0,0,4,0,0,0,1,3,0,4195,9,1,4,3,1,12809.9,15079.93,0,2024,6,18
6,300,672.5,20,2,1,3,0,3,2,0,3,8,13762,1,3,0,4,1,12166.74,17396.98,0,2025,10,15
2,600,871.76,31,2,3,3,4,2,0,0,3,3,456,3,4,2,1,1,5293.49,7593.57,0,2025,9,23
9,600,881.94,69,0,0,1,3,3,0,1,0,7,13193,8,1,4,5,1,21762.25,23104.88,0,2025,2,20
5,1000,1064.31,66,2,2,0,5,0,1,1,3,2,17509,3,3,0,3,1,22065.19,19561.18,0,2024,4,28
6,800,664.84,60,2,1,3,2,1,1,1,3,6,4468,12,4,4,2,1,8492.86,13469.04,0,2024,7,10
2,1000,920.81,30,0,0,1,4,2,1,1,2,7,6444,6,3,0,0,0,13562.6,15499.42,0,2025,5,18
3,600,999.75,22,1,2,2,1,3,0,1,1,6,17431,4,1,3,0,1,1138.0,1355.5,0,2025,10,27
3,1000,1318.17,55,0,0,6,3,0,2,0,1,1,5287,11,4,0,5,1,7382.68,7068.06,0,2025,1,31
7,800,812.52,38,2,2,7,5,1,3,0,2,6,13854,9,2,0,0,1,18481.77,17261.4,0,2025,2,2
1,1000,791.07,56,0,0,2,5,3,1,1,0,1,12638,10,1,1,2,0,769.26,698.49,0,2024,4,12
5,700,613.81,18,2,0,5,4,0,3,2,3,3,369,12,2,2,1,0,7357.16,7183.14,1,2024,1,22
8,700,1469.01,69,0,3,3,1,2,3,0,1,3,14139,21,1,3,5,1,10036.42,12882.82,0,2025,1,20
0,500,1446.2,43,2,3,5,5,1,3,2,0,6,1103,6,2,1,3,1,11527.74,21726.46,1,2024,7,30
6,400,620.72,41,1,3,2,5,1,3,1,0,1,5134,13,4,4,4,1,9936.4,8701.3,0,2024,10,27
4,500,1348.8,45,0,1,3,0,2,3,0,0,8,13108,22,3,4,4,1,14925.39,21082.61,0,2025,2,26
4,700,744.39,36,2,3,1,2,1,3,2,3,7,10848,15,2,3,0,0,8889.27,8461.98,0,2025,5,23
2,700,1336.92,21,0,3,1,0,2,1,0,1,1,15590,1,3,1,4,1,21472.67,24366.55,0,2024,9,29
2,1000,1457.33,62,0,3,7,3,2,3,2,0,8,7942,17,2,0,3,1,5890.54,8719.37,0,2025,10,13
7,600,1345.44,46,0,0,5,2,2,1,2,2,5,12356,5,1,4,0,0,18126.77,24906.47,0,2024,4,16
6,800,805.92,34,1,3,1,0,2,3,1,1,4,17778,16,2,0,5,0,627.8,1141.69,0,2024,11,24
8,800,689.77,23,2,3,0,6,2,2,1,1,5,12243,6,1,3,2,0,21306.66,23272.01,1,2025,4,29
3,700,774.89,53,1,3,0,3,3,1,0,3,0,13832,11,1,4,4,1,4843.98,5168.49,1,2024,11,2
7,600,930.53,44,1,2,0,5,3,0,1,2,9,11979,9,1,3,1,0,14763.55,17161.38,0,2024,9,8
4,500,1313.91,66,0,0,3,5,3,0,1,3,7,3488,21,4,1,2,1,7417.26,14805.53,0,2024,7,22
0,400,1141.36,51,2,3,2,1,2,0,1,2,8,2681,1,1,2,0,1,6326.49,11616.62,0,2024,6,14
0,800,1475.18,27,1,0,7,4,3,1,2,2,7,14401,7,4,3,2,0,9794.03,13218.9,0,2023,12,1
1,500,1211.85,37,2,1,0,1,2,2,0,0,7,12332,8,1,3,2,0,22729.13,20099.47,0,2025,4,17
1,400,1454.72,47,2,0,3,6,1,1,1,0,3,7884,12,1,2,1,0,23838.7,20631.89,0,2024,4,15
5,400,1199.85,45,0,2,5,1,2,0,1,0,5,766,9,3,3,5,1,6508.17,8154.75,0,2024,6,21
8,400,1379.51,29,1,1,6,4,1,0,0,2,7,8369,16,2,2,0,1,2865.44,2512.69,0,2024,2,1
9,500,676.67,64,1,1,7,0,2,1,2,1,4,14367,19,4,4,3,0,10603.7,21077.13,0,2024,4,8
7,400,1424.48,30,2,3,3,6,0,2,1,2,4,2054,1,4,2,0,1,9669.71,8524.77,0,2025,8,28
2,600,890.4,62,0,1,2,5,2,3,1,0,6,9270,23,3,2,5,1,15803.17,21901.18,0,2025,8,17
5,200,805.92,69,1,1,4,3,1,3,2,0,3,11805,20,3,4,5,1,6322.69,11558.68,0,2023,12,14
1,700,1153.11,65,1,0,5,4,2,3,1,0,8,12054,16,2,0,0,0,14873.41,16803.54,0,2025,3,21
4,800,728.05,26,0,0,0,4,1,1,0,3,8,6223,23,2,2,1,0,1607.51,1419.89,0,2024,3,15
6,500,752.38,59,2,2,2,1,0,0,2,0,5,14358,8,2,1,5,1,9211.17,8737.33,1,2025,6,14
5,700,669.2,74,0,0,1,2,0,0,2,1,3,7592,18,4,4,5,1,8412.38,14628.51,1,2025,5,23
9,800,1123.94,43,1,3,0,0,1,3,2,2,5,4835,11,3,1,2,0,5855.68,7905.69,0,2025,10,20
0,700,777.27,48,0,1,7,0,3,3,2,1,8,17083,0,2,4,2,0,6065.69,6788.72,0,2024,7,29
7,500,1241.71,58,1,3,5,0,2,3,1,1,6,17028,4,1,3,3,0,18366.49,18776.81,0,2023,12,18
5,300,1333.73,26,0,2,2,1,0,3,1,0,1,1176,10,4,2,2,0,5965.45,5340.18,0,2025,10,28
5,300,984.71,64,1,2,4,4,3,1,2,0,9,16279,9,2,2,0,1,6647.13,6086.14,0,2025,3,15
0,200,1104.22,47,0,1,6,3,1,1,1,0,8,10077,9,3,3,2,1,9794.32,10797.47,0,2024,2,27
3,800,1086.3,24,1,2,6,5,0,2,0,0,9,10991,16,4,2,5,1,11483.41,17212.79,0,2025,2,28
5,1000,1204.49,26,2,0,0,2,2,2,1,2,2,16758,7,2,2,0,1,555.78,739.68,0,2024,4,19
2,600,1202.9,28,0,0,5,1,1,0,1,3,5,8145,5,2,1,4,1,1269.45,2439.75,0,2024,6,24
8,1000,1167.47,64,1,0,0,1,1,1,1,0,2,10265,12,4,2,2,0,724.38,688.36,0,2024,1,4
7,800,900.47,50,2,2,5,0,0,0,1,2,9,10890,16,1,1,1,1,17817.91,18866.85,0,2024,7,3
8,600,1138.41,21,0,0,7,1,1,1,0,0,2,11920,21,1,0,1,1,10361.03,18812.98,0,2025,3,25
7,1000,1077.7,25,0,3,0,2,2,0,0,2,8,8722,10,1,0,0,0,3042.98,3654.44,0,2024,4,11
6,600,1056.15,30,0,2,6,0,3,1,0,3,6,11172,22,1,4,1,0,10529.6,16344.69,0,2024,3,1
4,300,1021.27,38,0,0,1,3,2,3,1,2,3,4131,13,4,3,5,0,680.19,710.28,0,2025,2,8
2,700,622.06,55,1,3,1,4,2,2,1,1,4,3560,7,2,4,5,1,1489.43,2158.57,0,2024,3,21
0,1000,690.97,48,1,0,6,5,2,1,0,1,4,12812,6,3,1,3,1,11233.57,19852.22,0,2025,6,24
9,1000,789.01,69,2,3,5,2,0,2,1,0,1,335,13,4,1,4,0,5545.03,5138.39,0,2025,4,18
0,700,1177.86,50,2,3,5,3,1,3,1,3,1,1049,9,1,3,4,1,7530.62,7213.39,0,2024,2,19
0,800,1356.66,18,2,2,7,6,2,1,0,0,6,15847,23,4,1,5,0,17517.02,20464.28,0,2025,2,11
5,400,625.71,30,1,3,1,6,0,0,2,2,7,17611,17,4,0,4,1,20379.49,17206.3,1,2024,4,13
4,500,1446.57,53,1,0,0,2,1,3,2,0,9,6346,18,2,4,5,1,8076.05,9689.48,0,2025,7,17
2,700,896.44,28,1,0,5,1,0,1,0,1,9,13481,5,3,0,5,0,18989.28,15891.97,0,2024,12,22
4,1000,1003.77,67,1,0,0,4,1,3,1,0,7,9471,23,1,4,4,0,16383.17,15493.76,1,2025,4,11
8,200,651.57,51,2,3,2,2,0,0,1,3,1,3935,22,1,4,1,1,1846.2,1671.78,1,2025,11,1
0,700,630.04,75,1,1,2,0,0,3,0,0,1,3339,6,1,4,4,0,8122.65,10972.95,0,2024,12,12
2,400,1013.44,44,0,3,6,4,3,3,1,1,3,2457,15,1,4,1,1,794.57,1238.26,0,2024,2,6
8,200,1445.92,73,0,1,2,5,1,2,0,3,4,17257,4,2,3,4,1,10986.12,20519.22,0,2024,12,29
7,200,1325.54,29,0,2,0,5,3,0,0,0,4,14997,13,2,3,5,0,23217.42,19675.69,1,2024,3,30
2,1000,1478.53,44,0,2,2,2,1,0,1,0,3,17016,10,4,3,5,1,9147.71,9370.39,0,2023,12,12
3,800,1059.82,24,2,2,5,4,3,2,1,3,8,11922,13,1,1,5,0,15926.71,24302.65,1,2025,6,16
4,300,1348.28,69,0,3,0,2,0,2,0,1,0,10296,16,2,3,0,1,7875.37,12767.62,0,2024,1,22
2,500,961.5,69,2,1,1,4,3,3,0,3,9,5514,6,2,3,1,0,14259.1,15015.36,0,2024,10,22
0,300,1406.97,75,1,2,3,4,2,2,2,0,0,10892,13,2,1,5,1,1566.97,1629.28,0,2025,8,25
6,200,701.51,43,2,0,4,3,2,3,2,0,3,5953,9,2,1,3,1,2832.66,4013.34,0,2024,4,28
3,300,816.65,39,2,2,2,2,3,0,1,2,1,2921,10,2,4,4,0,11634.14,22312.25,0,2025,1,28
1,1000,1049.55,32,1,1,3,1,1,3,1,1,5,10697,14,1,4,4,1,17056.99,23770.83,0,2025,7,24
1,600,1375.99,25,1,1,7,1,1,3,2,2,7,12041,0,3,0,0,0,14623.95,14919.19,1,2024,10,3
7,700,1398.13,33,1,1,5,0,3,1,2,3,0,10723,5,2,0,4,1,12943.8,14718.27,0,2025,2,7
0,300,662.42,36,1,3,0,6,1,1,0,0,2,2237,12,4,2,2,1,17885.64,20412.08,0,2024,6,24
2,1000,1167.53,40,2,1,3,3,1,3,2,3,6,2147,2,2,2,5,0,25465.0,24758.23,0,2025,1,22
1,600,884.51,27,2,3,1,0,2,3,0,0,4,15465,21,4,0,0,1,6968.23,13594.62,0,2025,5,20
3,400,1176.12,69,2,1,4,0,0,3,0,2,3,8749,6,2,3,5,1,1186.28,2255.5,0,2024,8,18
4,400,825.59,75,2,1,6,3,3,1,0,0,1,8973,20,4,3,3,0,18371.65,15346.73,0,2024,8,4
9,600,1373.1,63,1,1,2,3,3,3,1,1,7,3785,21,3,4,5,1,2510.26,4463.22,0,2025,4,28
6,500,1335.78,23,1,0,0,1,1,1,0,2,4,8694,23,3,2,4,0,11201.68,14110.59,0,2024,8,8
9,800,1248.44,69,0,2,4,2,1,0,2,3,2,1935,4,3,0,0,0,5941.2,10037.42,0,2025,3,9
6,1000,694.38,20,1,0,1,0,2,3,0,2,9,154,19,2,2,2,0,3828.01,3540.78,0,2024,7,17
9,600,1484.74,25,2,3,5,4,2,2,0,3,9,1317,5,4,3,1,1,3101.98,3469.26,1,2025,1,17
1,400,856.08,50,2,0,2,5,1,3,0,3,4,7012,7,4,1,2,1,7699.1,12531.93,0,2023,11,25
3,700,1362.3,71,1,0,0,5,0,2,2,2,5,5587,13,4,0,4,1,7224.1,14128.48,0,2025,10,27
0,300,1022.9,53,2,3,4,0,1,0,0,0,2,772,23,1,2,4,0,22997.59,20201.83,0,2025,6,15
4,400,731.83,35,1,1,1,2,0,1,0,2,3,3885,10,1,2,2,0,3358.74,3020.8,0,2023,12,14
6,500,866.83,18,1,2,7,2,0,0,2,0,2,2040,23,4,3,1,0,3429.04,5043.86,0,2023,11,10
7,1000,1455.51,73,1,3,7,4,0,2,2,3,7,8076,23,4,4,2,0,4561.68,6556.0,0,2024,8,13
8,1000,608.29,42,2,1,6,0,1,2,1,0,1,9484,21,4,3,3,0,7892.69,6608.6,0,2024,7,22
5,300,1413.87,69,1,2,4,2,3,2,2,3,2,6233,2,3,0,1,0,3999.09,5267.71,0,2025,9,17
2,700,1302.14,23,1,2,0,5,3,0,2,2,0,4766,4,2,2,4,0,13285.55,13581.86,1,2024,8,13
2,600,1443.63,69,0,1,3,3,0,1,1,1,5,16061,4,1,1,3,0,8789.14,13326.32,0,2025,2,6
1,800,1287.05,56,0,0,2,6,2,3,1,2,7,11669,23,1,0,5,0,19115.95,17463.49,0,2025,6,13
0,500,1252.58,40,2,3,7,5,0,3,0,3,5,12673,16,2,4,4,0,16953.94,16481.96,0,2024,3,21
0,600,826.9,37,1,0,2,6,3,1,0,3,6,3156,1,1,4,0,0,5669.38,6361.08,0,2024,4,21
2,600,863.99,74,1,3,4,6,3,2,1,0,2,3595,16,3,2,4,1,5647.91,8312.45,0,2025,6,14
4,1000,1224.39,37,0,3,3,6,1,3,1,3,0,17919,20,2,4,1,1,15819.15,17854.29,0,2024,12,8
2,400,771.23,67,0,3,5,1,1,0,1,2,4,8236,13,4,4,2,1,14405.49,16487.96,0,2025,10,9
6,500,1126.34,21,1,1,2,5,0,2,1,1,7,6870,8,1,3,4,1,10542.51,9632.01,0,2024,5,31
5,200,893.41,52,1,2,3,5,1,1,2,3,0,1977,1,1,4,3,0,14784.76,23825.01,0,2025,10,26
4,300,1485.41,59,0,3,4,6,0,2,0,2,0,1567,15,1,2,3,1,2595.73,5142.28,0,2025,8,14
2,400,812.54,69,2,3,6,5,1,1,2,2,9,4795,8,3,1,2,1,10835.57,13374.22,0,2024,12,9
9,300,1269.81,20,0,0,3,2,1,1,1,1,4,8219,6,3,2,4,0,6538.77,10481.19,0,2024,9,21
9,800,1293.65,36,2,0,4,5,1,3,0,3,0,10433,20,2,0,4,1,15539.14,22063.27,0,2025,8,4
1,600,1172.3,31,0,1,0,4,3,0,0,1,4,8915,13,3,4,4,1,10824.41,9926.18,0,2023,12,10
6,400,1452.46,42,0,2,4,2,0,3,1,3,4,11494,3,4,2,2,0,16974.93,14693.64,0,2024,12,10
3,500,1128.75,65,2,0,0,4,2,1,1,1,5,4737,12,2,1,3,1,16304.28,22819.51,0,2024,1,26
3,300,1060.78,46,1,1,7,5,0,0,0,3,3,17062,20,3,3,0,1,7831.8,13439.7,0,2025,3,31
2,700,1276.92,30,1,0,6,6,3,0,0,1,3,16697,6,2,0,0,1,6318.35,8128.76,0,2024,12,10
7,800,665.39,47,2,2,0,3,2,1,2,0,5,12494,16,4,1,0,1,5813.27,5700.86,0,2024,7,24
8,800,710.67,32,2,3,4,2,1,0,2,2,2,10407,21,4,4,2,0,19849.02,17309.13,0,2023,11,13
6,400,1185.2,60,0,3,2,1,2,1,2,0,7,9490,9,2,3,3,0,13399.81,17322.06,0,2024,2,4
0,300,776.63,75,0,2,4,1,1,1,0,1,9,5473,20,2,3,0,0,16410.59,21394.94,0,2025,4,20
6,200,693.18,51,2,0,7,6,2,1,1,1,6,12554,2,1,0,1,0,12035.73,14846.83,0,2024,11,20
2,400,1316.21,75,2,0,6,6,0,1,1,2,2,12710,5,4,2,4,0,13448.76,12448.17,0,2025,5,14
0,500,886.42,20,2,1,4,5,3,0,1,3,9,7085,7,1,1,0,1,11061.33,9508.62,1,2024,2,18
2,700,793.5,28,1,3,2,6,0,1,0,2,2,1283,11,1,1,5,1,11523.12,16519.75,0,2024,11,5
4,500,905.25,40,1,2,4,4,3,3,2,3,4,7607,23,2,3,0,1,5703.29,6320.46,1,2025,10,6
8,800,703.32,64,1,2,2,4,3,1,0,3,5,892,20,1,2,3,0,16071.58,14112.67,0,2024,11,27
5,400,801.34,53,2,1,5,3,2,1,1,2,9,6447,21,2,0,4,1,4264.74,7448.92,0,2024,3,9
4,400,1407.72,36,0,0,2,4,2,2,1,1,8,16825,2,4,3,0,0,9643.0,17196.74,0,2024,7,8
5,400,1074.96,55,2,0,3,6,3,3,0,3,9,15732,23,2,4,4,1,8346.83,12580.7,0,2025,9,9
0,300,822.42,64,0,1,7,0,2,1,0,2,4,1319,17,1,1,5,1,7092.72,8292.88,0,2024,4,23
2,800,1256.25,51,2,2,5,4,2,1,1,0,4,13316,10,3,3,5,1,21973.02,23642.08,0,2024,1,20
7,300,1426.95,72,1,3,1,5,0,3,1,3,7,11695,15,2,3,1,1,13723.46,22354.29,0,2024,8,29
9,700,922.29,52,2,3,2,3,2,1,1,2,5,14637,0,3,3,1,1,28493.95,24056.49,0,2025,6,20
9,600,1439.18,34,1,3,5,6,1,3,0,0,5,11669,21,4,2,3,1,15620.65,22347.65,0,2025,2,20
5,1000,1486.62,39,1,0,3,1,0,0,2,3,5,5781,13,3,4,5,0,8881.46,12688.36,0,2025,7,9
1,600,1302.92,54,1,0,0,4,0,2,2,2,0,5454,15,1,1,1,1,1532.79,1796.34,0,2024,11,11
8,600,729.11,75,1,0,2,4,2,2,2,1,7,14377,0,1,1,2,0,13936.63,17975.23,0,2025,1,5
1,300,949.1,19,0,2,0,4,2,0,0,1,4,9737,4,3,0,2,0,14728.27,19824.0,1,2025,1,19
7,400,1143.52,66,2,0,0,2,2,1,0,2,8,4865,12,1,4,1,0,6747.75,6433.19,0,2025,7,2
3,200,841.19,30,1,2,2,6,0,3,0,1,9,4461,12,4,3,1,1,7645.22,9608.64,0,2024,10,7
3,400,829.3,43,1,1,7,4,3,0,2,3,2,8292,8,1,1,2,1,2566.52,4284.78,0,2023,11,15
1,800,1304.04,24,0,1,4,0,2,2,0,3,6,13292,4,4,4,4,1,1342.75,1834.33,0,2024,4,19
2,400,921.34,36,0,3,0,3,1,3,0,2,0,441,4,2,2,3,0,12760.77,24894.37,0,2024,3,25
8,400,618.45,56,0,1,4,5,0,0,1,0,6,13766,11,4,3,4,0,13474.42,14794.4,0,2024,1,8
9,800,935.01,63,0,0,5,5,1,2,2,2,6,3434,20,1,0,2,1,1421.9,1215.79,0,2025,8,16
8,600,841.69,58,1,3,2,0,3,3,0,1,0,1272,22,4,1,3,1,1259.29,1149.53,0,2024,11,8
7,1000,1061.62,27,1,0,2,6,3,1,0,2,3,6957,23,1,0,1,0,14587.93,24163.59,0,2024,1,16
1,500,998.44,30,1,1,3,2,1,2,0,1,7,15816,9,2,3,4,1,1141.37,1182.03,0,2025,5,10
2,700,798.59,55,0,2,1,6,3,3,1,2,1,9803,10,4,0,0,1,437.75,783.22,0,2024,7,12
6,400,612.84,57,0,2,6,0,0,1,2,0,4,133,11,3,3,5,1,2854.73,2384.17,0,2024,9,4
9,800,805.43,32,2,2,7,1,3,2,2,2,3,14576,8,4,0,1,1,14813.7,20415.59,0,2024,12,6
0,200,1121.4,57,2,2,1,6,3,1,1,2,4,3219,7,2,3,0,1,1440.63,2092.56,0,2023,11,21
5,1000,671.68,29,0,1,7,1,3,0,2,2,1,15522,3,1,2,1,1,16517.07,21019.31,0,2025,1,11
9,500,1296.38,72,2,2,5,2,3,3,0,2,6,3400,10,2,3,1,1,8987.12,12109.05,0,2025,2,25
6,300,1360.18,45,2,2,6,4,3,3,2,1,0,11772,0,3,0,5,1,11600.0,16374.17,0,2023,12,15
6,400,1108.04,45,2,1,3,4,3,2,0,1,8,4491,5,3,2,2,1,14887.47,13571.2,0,2024,7,26
0,500,1167.66,74,0,1,0,4,0,2,2,2,9,7855,6,4,1,0,0,13130.36,11009.88,0,2025,4,18
0,1000,1241.3,56,0,3,4,0,2,1,2,3,6,428,2,3,0,2,1,631.0,1033.39,0,2025,4,11
1,1000,1066.37,38,0,1,7,1,3,3,0,1,4,11444,20,2,3,1,1,11617.88,9732.9,0,2024,3,30
1,400,700.6,18,0,3,6,6,1,3,0,3,8,17460,6,1,3,3,1,6537.85,7344.46,0,2024,6,19
4,800,695.42,35,0,3,2,5,3,1,2,3,1,17179,9,2,2,3,0,5182.9,4889.06,0,2024,5,17
2,1000,782.36,18,0,2,7,4,1,0,2,0,8,14884,17,3,1,2,0,11201.84,18665.02,0,2025,5,2
5,400,1223.21,55,2,0,5,0,1,3,0,1,4,5435,9,3,0,3,1,8261.36,9220.65,0,2024,11,24
7,1000,659.68,73,1,1,3,4,1,3,0,0,9,8875,17,1,4,5,1,1611.41,1987.6,0,2025,4,20
3,1000,1452.43,31,1,3,1,2,3,3,2,3,2,16442,5,4,0,1,0,9867.72,11882.39,1,2025,9,11
6,600,904.91,21,0,2,3,1,0,0,2,3,7,1415,22,1,2,5,0,2082.11,3443.47,0,2024,9,30
3,400,1214.85,42,1,2,1,1,1,0,2,2,8,4937,5,4,1,2,0,5234.62,9307.26,0,2025,11,5
9,400,1202.05,52,0,1,7,1,3,1,2,2,0,7906,18,1,1,1,1,722.8,1006.07,0,2025,3,28
0,400,738.26,53,1,1,1,3,2,3,1,0,7,16845,5,4,1,4,1,5881.41,6371.03,0,2024,8,24
6,500,1291.01,36,1,1,1,1,1,2,2,2,9,7280,8,3,3,0,0,16477.64,21164.76,0,2024,11,16
9,1000,928.41,28,0,3,6,3,3,3,1,1,4,7734,6,2,3,5,1,14818.53,19283.61,0,2025,5,31
5,1000,880.13,72,0,0,5,3,1,1,1,0,6,17659,13,3,1,3,0,707.86,672.32,0,2024,7,27
5,700,620.78,59,1,1,4,0,0,2,0,3,2,16007,12,1,3,3,0,6100.61,7988.59,0,2023,12,15
1,800,685.4,45,1,2,2,5,2,3,1,2,7,7100,15,1,0,5,0,20461.96,21318.16,0,2024,11,25
2,1000,739.03,48,1,2,2,6,3,3,2,0,7,15136,5,1,3,1,0,9506.0,15222.1,0,2024,9,22
3,500,1043.4,40,0,2,2,2,2,3,2,0,8,14315,11,4,2,3,0,2466.81,4398.16,0,2025,1,9
5,400,1288.17,61,1,2,5,6,0,3,0,2,4,8219,17,3,2,4,1,25307.78,21335.78,0,2023,11,13
4,200,701.91,54,1,1,0,6,0,1,0,3,5,13201,20,4,0,0,1,6045.42,8580.79,0,2024,1,3
9,1000,1105.83,53,1,0,7,3,0,1,1,0,6,7799,22,3,0,3,0,13163.22,13182.91,0,2025,10,16
1,500,696.31,60,0,3,5,3,0,2,0,2,6,2965,2,4,2,2,1,13809.8,17656.73,0,2025,8,16
5,600,1068.74,69,1,2,2,5,1,0,1,3,8,5477,19,4,4,5,0,1133.45,992.54,0,2025,8,2
4,300,1016.77,63,2,0,5,0,1,1,0,1,3,7862,8,4,4,1,1,12251.78,12252.63,1,2025,1,17
7,300,1404.01,46,0,3,6,6,3,0,1,1,4,17347,8,3,1,5,0,1348.99,2664.97,0,2024,10,30
0,300,1278.35,40,1,1,6,2,2,0,2,2,5,4736,23,2,4,3,1,12565.55,22049.45,0,2025,5,14
